user_id,profile_id,profile_label,n_posts,w0,w1,w2,gt_w0,gt_w1,gt_w2,assignment_type,topic_distribution,empirical_topic_distribution
user_0222,coding_copyright,Split: coding + copyright,100,0.45630619656811,0.3298246695959843,0.21386913383590564,0.46,0.42,0.12,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.12}"
user_0223,coding_surveillance,Split: coding + surveillance,100,0.48308891170207446,0.1659712922446565,0.35093979605326914,0.51,0.08,0.41,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.51, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.41}"
user_0224,copyright_surveillance,Split: copyright + surveillance,100,0.27181778232021025,0.30309079359990715,0.4250914240798826,0.11,0.36,0.53,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.36, ""ai_mass_surveillance"": 0.53}"
user_0225,coding_heavy,Mostly AI coding innovations,100,0.6571044677534421,0.16396509564796427,0.1789304365985935,0.84,0.08,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.84, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.08}"
user_0226,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25542212971954403,0.5293561805201837,0.21522168976027214,0.08,0.83,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.83, ""ai_mass_surveillance"": 0.09}"
user_0227,surveillance_heavy,Mostly AI mass surveillance,100,0.2615410284967833,0.197386293633015,0.5410726778702019,0.09,0.14,0.77,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.14, ""ai_mass_surveillance"": 0.77}"
user_0228,balanced,Even across all topics,100,0.36669858877827166,0.31642733467981415,0.31687407654191424,0.29,0.39,0.32,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.29, ""ai_copyright_theft"": 0.39, ""ai_mass_surveillance"": 0.32}"
user_0229,coding_copyright,Split: coding + copyright,100,0.44047434404012104,0.33481732781565726,0.22470832814422165,0.43,0.43,0.14,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.14}"
user_0230,coding_surveillance,Split: coding + surveillance,100,0.4566861487910009,0.1807060915586215,0.3626077596503776,0.46,0.11,0.43,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.46, ""ai_copyright_theft"": 0.11, ""ai_mass_surveillance"": 0.43}"
user_0231,copyright_surveillance,Split: copyright + surveillance,100,0.2611855893205304,0.33688431824861276,0.40193009243085687,0.09,0.43,0.48,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.48}"
user_0232,coding_heavy,Mostly AI coding innovations,100,0.6518190125618999,0.16883616619511033,0.1793448212429898,0.83,0.09,0.08,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.83, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.08}"
user_0233,copyright_heavy,Mostly AI copyright / theft concerns,100,0.27133977791076647,0.49069158532433205,0.2379686367649015,0.11,0.75,0.14,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.75, ""ai_mass_surveillance"": 0.14}"
user_0234,surveillance_heavy,Mostly AI mass surveillance,100,0.2774586766880055,0.15872169843716338,0.5638196248748312,0.12,0.06,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.82}"
user_0235,balanced,Even across all topics,100,0.44060916579663056,0.28190428399594797,0.2774865502074214,0.43,0.32,0.25,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.43, ""ai_copyright_theft"": 0.32, ""ai_mass_surveillance"": 0.25}"
user_0236,coding_copyright,Split: coding + copyright,100,0.47213804909609886,0.3248320113763115,0.20302993952758963,0.49,0.41,0.1,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.41, ""ai_mass_surveillance"": 0.1}"
user_0237,coding_surveillance,Split: coding + surveillance,100,0.4303078989265654,0.18582033745082113,0.38387176362261344,0.41,0.12,0.47,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.47}"
user_0238,copyright_surveillance,Split: copyright + surveillance,100,0.26645878798875355,0.3368235244123493,0.3967176875988972,0.1,0.43,0.47,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.47}"
user_0239,coding_heavy,Mostly AI coding innovations,100,0.6518067560385808,0.17364644290599304,0.1745468010554262,0.83,0.1,0.07,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.83, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.07}"
user_0240,copyright_heavy,Mostly AI copyright / theft concerns,100,0.23425579590673662,0.5584610161305336,0.20728318796272996,0.04,0.89,0.07,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.04, ""ai_copyright_theft"": 0.89, ""ai_mass_surveillance"": 0.07}"
user_0241,surveillance_heavy,Mostly AI mass surveillance,100,0.28274413187954783,0.15385062789001733,0.5634052402304348,0.13,0.05,0.82,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.82}"
user_0242,balanced,Even across all topics,100,0.350915762343559,0.3021788860559562,0.3469053516004847,0.26,0.36,0.38,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.26, ""ai_copyright_theft"": 0.36, ""ai_mass_surveillance"": 0.38}"
user_0243,coding_copyright,Split: coding + copyright,100,0.4773867347176839,0.3343917709618136,0.1882214943205025,0.5,0.43,0.07,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.07}"
user_0244,coding_surveillance,Split: coding + surveillance,100,0.47257928393558507,0.15166204978453524,0.37575866627987975,0.49,0.05,0.46,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.05, ""ai_mass_surveillance"": 0.46}"
user_0245,copyright_surveillance,Split: copyright + surveillance,100,0.2664587879887536,0.3368235244123495,0.3967176875988969,0.1,0.43,0.47,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.43, ""ai_mass_surveillance"": 0.47}"
user_0246,coding_heavy,Mostly AI coding innovations,100,0.6412971282720915,0.15933720044587182,0.19936567128203675,0.81,0.07,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.12}"
user_0247,copyright_heavy,Mostly AI copyright / theft concerns,100,0.281886175247213,0.49056999765180526,0.22754382710098184,0.13,0.75,0.12,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.13, ""ai_copyright_theft"": 0.75, ""ai_mass_surveillance"": 0.12}"
user_0248,surveillance_heavy,Mostly AI mass surveillance,100,0.293229246599399,0.1777804237719039,0.528990329628697,0.15,0.1,0.75,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.15, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.75}"
user_0249,balanced,Even across all topics,100,0.4248018263152801,0.2772763887938554,0.29792178489086457,0.4,0.31,0.29,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.4, ""ai_copyright_theft"": 0.31, ""ai_mass_surveillance"": 0.29}"
user_0250,coding_copyright,Split: coding + copyright,100,0.46157939523633323,0.32976387575972105,0.20865672900394577,0.47,0.42,0.11,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.47, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.11}"
user_0251,coding_surveillance,Split: coding + surveillance,100,0.47780345651053213,0.17084236279180245,0.35135418069766533,0.5,0.09,0.41,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.5, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.41}"
user_0252,copyright_surveillance,Split: copyright + surveillance,100,0.2506146789374457,0.34662645934290504,0.40275886171964936,0.07,0.45,0.48,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.48}"
user_0253,coding_heavy,Mostly AI coding innovations,100,0.6465825834636337,0.1544661298987257,0.19895128663764045,0.82,0.06,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.82, ""ai_copyright_theft"": 0.06, ""ai_mass_surveillance"": 0.12}"
user_0254,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2607075849110864,0.5244851099730377,0.21480730511587595,0.09,0.82,0.09,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.82, ""ai_mass_surveillance"": 0.09}"
user_0255,surveillance_heavy,Mostly AI mass surveillance,100,0.2773728810247721,0.19239363541334215,0.5302334835618858,0.12,0.13,0.75,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.13, ""ai_mass_surveillance"": 0.75}"
user_0256,balanced,Even across all topics,100,0.37200855701645225,0.30193571071090275,0.326055732272645,0.3,0.36,0.34,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.3, ""ai_copyright_theft"": 0.36, ""ai_mass_surveillance"": 0.34}"
user_0257,coding_copyright,Split: coding + copyright,100,0.47208902300282257,0.34407311821984227,0.1838378587773351,0.49,0.45,0.06,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.49, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.06}"
user_0258,coding_surveillance,Split: coding + surveillance,100,0.4092151042536723,0.18606351279587474,0.40472138295045307,0.37,0.12,0.51,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.37, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.51}"
user_0259,copyright_surveillance,Split: copyright + surveillance,100,0.2507127311239982,0.3081442456558435,0.4411430232201583,0.07,0.37,0.56,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.07, ""ai_copyright_theft"": 0.37, ""ai_mass_surveillance"": 0.56}"
user_0260,coding_heavy,Mostly AI coding innovations,100,0.6412726152254533,0.16895775386763714,0.1897696309069095,0.81,0.09,0.1,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.81, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.1}"
user_0261,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2553976166729059,0.5389767339419491,0.20562564938514497,0.08,0.85,0.07,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.85, ""ai_mass_surveillance"": 0.07}"
user_0262,surveillance_heavy,Mostly AI mass surveillance,100,0.2774096505947292,0.17796280528069414,0.5446275441245766,0.12,0.1,0.78,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.12, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.78}"
user_0263,balanced,Even across all topics,100,0.38786492259107896,0.2873224990694646,0.3248125783394564,0.33,0.33,0.34,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.33, ""ai_copyright_theft"": 0.33, ""ai_mass_surveillance"": 0.34}"
user_0264,coding_copyright,Split: coding + copyright,100,0.42990343365703654,0.3445594689099494,0.2255370974330141,0.41,0.45,0.14,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.41, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.14}"
user_0265,coding_surveillance,Split: coding + surveillance,100,0.44618877754783054,0.16158657238761753,0.3922246500645519,0.44,0.07,0.49,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.44, ""ai_copyright_theft"": 0.07, ""ai_mass_surveillance"": 0.49}"
user_0266,copyright_surveillance,Split: copyright + surveillance,100,0.2558756210823498,0.3513759422175242,0.392748436700126,0.08,0.46,0.46,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.46, ""ai_mass_surveillance"": 0.46}"
user_0267,coding_heavy,Mostly AI coding innovations,100,0.6254407626974644,0.17395041208731,0.20060882521522552,0.78,0.1,0.12,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.78, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.12}"
user_0268,copyright_heavy,Mostly AI copyright / theft concerns,100,0.2713397779107664,0.49069158532433194,0.23796863676490163,0.11,0.75,0.14,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.75, ""ai_mass_surveillance"": 0.14}"
user_0269,surveillance_heavy,Mostly AI mass surveillance,100,0.2615655415434214,0.18776574021124964,0.550668718245329,0.09,0.12,0.79,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.09, ""ai_copyright_theft"": 0.12, ""ai_mass_surveillance"": 0.79}"
user_0270,balanced,Even across all topics,100,0.40375805773566326,0.2582784572953783,0.3379634849689584,0.36,0.27,0.37,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.27, ""ai_mass_surveillance"": 0.37}"
user_0271,coding_copyright,Split: coding + copyright,100,0.40341487508272944,0.3929662052000932,0.2036189197171773,0.36,0.55,0.09,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.36, ""ai_copyright_theft"": 0.55, ""ai_mass_surveillance"": 0.09}"
user_0272,coding_surveillance,Split: coding + surveillance,100,0.4198105276833952,0.16670081827981723,0.41348865403678753,0.39,0.08,0.53,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.39, ""ai_copyright_theft"": 0.08, ""ai_mass_surveillance"": 0.53}"
user_0273,copyright_surveillance,Split: copyright + surveillance,100,0.271768756226934,0.32233190044343785,0.4058993433296281,0.11,0.4,0.49,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.11, ""ai_copyright_theft"": 0.4, ""ai_mass_surveillance"": 0.49}"
user_0274,coding_heavy,Mostly AI coding innovations,100,0.6676386085665698,0.16865378468632014,0.1637076067471102,0.86,0.09,0.05,soft,"{""ai_coding_innovations"": 0.8, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.86, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.05}"
user_0275,copyright_heavy,Mostly AI copyright / theft concerns,100,0.25548341233613947,0.5053047969657704,0.2392117906980903,0.08,0.78,0.14,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.8, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.78, ""ai_mass_surveillance"": 0.14}"
user_0276,surveillance_heavy,Mostly AI mass surveillance,100,0.2563903950617506,0.1493443203604516,0.5942652845777978,0.08,0.04,0.88,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.8}","{""ai_coding_innovations"": 0.08, ""ai_copyright_theft"": 0.04, ""ai_mass_surveillance"": 0.88}"
user_0277,balanced,Even across all topics,100,0.4142186594088763,0.2918288065990302,0.2939525339920935,0.38,0.34,0.28,soft,"{""ai_coding_innovations"": 0.333333, ""ai_copyright_theft"": 0.333333, ""ai_mass_surveillance"": 0.333334}","{""ai_coding_innovations"": 0.38, ""ai_copyright_theft"": 0.34, ""ai_mass_surveillance"": 0.28}"
user_0278,coding_copyright,Split: coding + copyright,100,0.46685259390455647,0.32970308192345765,0.20344432417198588,0.48,0.42,0.1,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.1}","{""ai_coding_innovations"": 0.48, ""ai_copyright_theft"": 0.42, ""ai_mass_surveillance"": 0.1}"
user_0279,coding_surveillance,Split: coding + surveillance,100,0.4461642645011926,0.1712071258093829,0.38262860968942447,0.44,0.09,0.47,soft,"{""ai_coding_innovations"": 0.45, ""ai_copyright_theft"": 0.1, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.44, ""ai_copyright_theft"": 0.09, ""ai_mass_surveillance"": 0.47}"
user_0280,copyright_surveillance,Split: copyright + surveillance,100,0.2400682816009992,0.3467480470154317,0.413183671383569,0.05,0.45,0.5,soft,"{""ai_coding_innovations"": 0.1, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.45}","{""ai_coding_innovations"": 0.05, ""ai_copyright_theft"": 0.45, ""ai_mass_surveillance"": 0.5}"
